971	CHANNEL00000012	560
972	CHANNEL00000402	561
973	CHANNEL00000620	562
974	CHANNEL00000028	563
975	CHANNEL00000615	564
976	CHANNEL00000245	565
977	CHANNEL00000609	566
978	CHANNEL00000121	567
979	CHANNEL00000625	568
980	CHANNEL00000614	569
981	CHANNEL00000617	570
982	CHANNEL00000607	571
983	CHANNEL00001008	572
984	CHANNEL00001007	573
985	CHANNEL00000238	574
986	CHANNEL00000608	575
987	CHANNEL00000618	576
988	CHANNEL00001003	577
989	CHANNEL00000602	578
990	CHANNEL00000268	579
991	CHANNEL00000269	580
992	2292	581
993	ch00000000000000001280	545
994	926	455
995	1732	582
996	1215	461
997	2312	584
998	2296	585
999	1875	586
1000	2293	587
1001	927	588
1002	2314	589
1003	2313	590
1004	2052	591
1005	2294	592
1006	1876	593
1007	ch00000000000000001257	594
1008	ch00000000000000001260	595
1009	ch00000000000000001263	596
1010	ch00000000000000001262	597
1011	ch00000000000000001240	598
1012	ch00000000000000001240	598
1013	ch00000000000000001261	599
1014	ch00000000000000001259	600
1015	ch00000000000000001256	601
1017	ch00000000000000001246	550
1018	923	421
1021	2295	600
1022	2353	580
1029	ch00000000000000001253	522
1030	1572	546
1031	ch00000000000000001254	536
1032	19100403	536
1033	10000100000000090000000000005454	536
1034	1212	437
1028	ch00000000000000001236	1
1035	1192	442
1036	ch00000000000000001267	526
1037	ch00000000000000001242	521
1038	ch00000000000000001235	535
1041	ch00000000000000001237	3
1042	1657	3
1043	1656	2
1039	ch00000000000000001236	1
1040	ch00000000000000001236	1
1044	ch00000000000000001247	164
1045	ch00000000000000001250	165
1046	925	425
1047	1213	430
1048	738	433
1049	924	438
1050	1216	439
1051	1214	454
1052	917	485
1053	922	489
1054	10000100000000090000000000017200	514
1055	ch00000000000000001073	543
1056	910	543
1057	10000100000000090000000000005454	561
1058	ch00000000000000001243	565
1059	1313	567
1060	ch00000000000000001225	567
1061	ch00000000000000001266	574
